index,Name,Smiles,standard_smiles,selfies,inchi,inchikey
107,SPARFLOXACIN,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,[C][C@@H1][C][N][Branch2][Ring2][Branch2][C][=C][Branch1][C][F][C][Branch1][C][N][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring1][=N][=C][Ring2][Ring1][Ring1][F][C][C@H1][Branch1][C][C][N][Ring2][Ring1][O],"InChI=1S/C19H22F2N4O3/c1-8-5-24(6-9(2)23-8)17-13(20)15(22)12-16(14(17)21)25(10-3-4-10)7-11(18(12)26)19(27)28/h7-10,23H,3-6,22H2,1-2H3,(H,27,28)/t8-,9+",DZZWHBIBMUVIIW-DTORHVGOSA-N
108,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[C][C][Branch1][C][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][C@H1][Ring1][Branch1][S][Ring1][N][=Branch1][C][=O][=O],"InChI=1S/C8H11NO5S/c1-8(2)6(7(11)12)9-4(10)3-5(9)15(8,13)14/h5-6H,3H2,1-2H3,(H,11,12)/t5-,6+/m1/s1",FKENQMMABCRJMK-RITPCOANSA-N
109,ERTAPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,[C][C@@H1][Branch1][C][O][C@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch2][Ring1][S][S][C@@H1][C][N][C@H1][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][=Branch2][C][Ring1][P][C@H1][Branch1][C][C][C@H1][Ring2][Ring1][=C][Ring2][Ring1][O],"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)/t9-,10-,13+,14+,15-,16-/m1/s1",JUZNIMUFDBIJCM-ANEDZVCMSA-N
110,CEFOXITIN,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,[C][O][C@@][Branch1][=C][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][S][C@@H1][Ring1][=C][Ring2][Ring1][#Branch2],"InChI=1S/C16H17N3O7S2/c1-25-16(18-10(20)5-9-3-2-4-27-9)13(23)19-11(12(21)22)8(6-26-15(17)24)7-28-14(16)19/h2-4,14H,5-7H2,1H3,(H2,17,24)(H,18,20)(H,21,22)/t14-,16+/m1/s1",WZOZEZRFJCJXNZ-ZBFHGGJFSA-N
111,LOMEFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][N][N][C][C][N][C][Branch1][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][Ring1][#C][Ring2][Ring1][#Branch1],"InChI=1S/C17H19F2N3O3/c1-3-21-8-11(17(24)25)16(23)10-6-12(18)15(13(19)14(10)21)22-5-4-20-9(2)7-22/h6,8-9,20H,3-5,7H2,1-2H3,(H,24,25)",ZEKZLJVOYLTDKK-UHFFFAOYSA-N
112,PENICILLIN V,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][S][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O],"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",BPLBGHOLXOTWMN-MBNYWOFBSA-N
113,ROXITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][/C][=Branch1][=Branch2][=N][\O][C][O][C][C][O][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Branch1][=Branch1][Branch1][C][C][O],"InChI=1S/C41H76N2O15/c1-15-29-41(10,49)34(45)24(4)31(42-53-21-52-17-16-50-13)22(2)19-39(8,48)36(58-38-32(44)28(43(11)12)18-23(3)54-38)25(5)33(26(6)37(47)56-29)57-30-20-40(9,51-14)35(46)27(7)55-30/h22-30,32-36,38,44-46,48-49H,15-21H2,1-14H3/b42-31+/t22-,23-,24+,25+,26-,27+,28+,29-,30+,32-,33+,34-,35+,36-,38+,39-,40-,41-/m1/s1",RXZBMPWDPOLZGW-XMRMVWPWSA-N
114,HETACILLIN,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1][C@H1][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][O],"InChI=1S/C19H23N3O4S/c1-18(2)13(17(25)26)21-15(24)12(16(21)27-18)22-14(23)11(20-19(22,3)4)10-8-6-5-7-9-10/h5-9,11-13,16,20H,1-4H3,(H,25,26)/t11-,12-,13+,16-/m1/s1",DXVUYOAEDJXBPY-NFFDBFGFSA-N
115,CEFPIRAMIDE,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,[C][C][=C][C][Branch1][C][O][=C][Branch2][Branch1][=N][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][S][C@H1][Ring2][Ring1][Ring2][Ring1][P][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=N][Ring2][Ring2][=Branch2],"InChI=1S/C25H24N8O7S2/c1-11-7-16(35)15(8-26-11)20(36)27-17(12-3-5-14(34)6-4-12)21(37)28-18-22(38)33-19(24(39)40)13(9-41-23(18)33)10-42-25-29-30-31-32(25)2/h3-8,17-18,23,34H,9-10H2,1-2H3,(H,26,35)(H,27,36)(H,28,37)(H,39,40)/t17-,18-,23-/m1/s1",PWAUCHMQEXVFJR-PMAPCBKXSA-N
116,LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,[C][C][=Branch1][C][=O][N][C][C@H1][C][N][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][Branch1][C][F][=C][Ring1][=N][C][=Branch1][C][=O][O][Ring2][Ring1][Ring1],"InChI=1S/C16H20FN3O4/c1-11(21)18-9-13-10-20(16(22)24-13)12-2-3-15(14(17)8-12)19-4-6-23-7-5-19/h2-3,8,13H,4-7,9-10H2,1H3,(H,18,21)/t13-/m0/s1",TYZROVQLWOKYKF-ZDUSSCGKSA-N
117,CEPHALOTHIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,[C][C][=Branch1][C][=O][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][C][C][=C][C][=C][S][Ring1][Branch1][C@H1][Ring1][=C][S][C][Ring2][Ring1][Branch1],"InChI=1S/C16H16N2O6S2/c1-8(19)24-6-9-7-26-15-12(14(21)18(15)13(9)16(22)23)17-11(20)5-10-3-2-4-25-10/h2-4,12,15H,5-7H2,1H3,(H,17,20)(H,22,23)/t12-,15-/m1/s1",XIURVHNZVLADCM-IUODEOHRSA-N
118,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[C][C@][Branch1][=Branch2][C][N][C][=C][N][=N][Ring1][Branch1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][C@H1][Ring1][Branch1][S][Ring1][P][=Branch1][C][=O][=O],"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1",LPQZKKCYTLCDGQ-WEDXCCLWSA-N
119,CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,[C][C][N][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][=C][O][C][O][Ring1][#Branch1],"InChI=1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)",VDUWPHTZYNWKRN-UHFFFAOYSA-N
120,OMADACYCLINE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,[C][N][Branch1][C][C][C][=C][C][Branch1][N][C][N][C][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][=C][Ring1][=C][C][C@H1][C][C@H1][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][C][O][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][C@@][Ring1][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring2][C][Ring2][Ring1][Branch2][=O],"InChI=1S/C29H40N4O7/c1-28(2,3)12-31-11-14-10-17(32(4)5)15-8-13-9-16-21(33(6)7)24(36)20(27(30)39)26(38)29(16,40)25(37)18(13)23(35)19(15)22(14)34/h10,13,16,21,31,34,36-37,40H,8-9,11-12H2,1-7H3,(H2,30,39)/t13-,16-,21-,29-/m0/s1",JEECQCWWSTZDCK-IQZGDKDPSA-N
121,CEFIDEROCOL,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,[C][C][Branch1][C][C][Branch2][#Branch1][Ring1][O][/N][=C][Branch2][=Branch1][Ring1][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring2][Ring1][C][N+1][Branch2][Ring1][#Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][Cl][C][C][C][C][Ring2][Ring1][Ring1][C][S][C@H1][Ring2][Ring1][S][Ring2][Ring1][=N][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C][=Branch1][C][=O][O],"InChI=1S/C30H34ClN7O10S2/c1-30(2,28(46)47)48-36-19(16-13-50-29(32)34-16)24(42)35-20-25(43)37-21(27(44)45)14(12-49-26(20)37)11-38(8-3-4-9-38)10-7-33-23(41)15-5-6-17(39)22(40)18(15)31/h5-6,13,20,26H,3-4,7-12H2,1-2H3,(H7-,32,33,34,35,36,39,40,41,42,44,45,46,47)/t20-,26-/m1/s1",DBPPRLRVDVJOCL-FQRUVTKNSA-N
122,ORNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,[C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Ring1][Branch2][C][C][Branch1][C][O][C][Cl],"InChI=1S/C7H10ClN3O3/c1-5-9-3-7(11(13)14)10(5)4-6(12)2-8/h3,6,12H,2,4H2,1H3",IPWKIXLWTCNBKN-UHFFFAOYSA-N
123,SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,[C][C][=N][N][=C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][S][Ring1][S],"InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)",VACCAVUAMIDAGB-UHFFFAOYSA-N
124,CEFOTIAM,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,[C][N][Branch1][C][C][C][C][N][N][=N][N][=C][Ring1][Branch1][S][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][P][N][C][=Branch1][C][=O][C][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C@H1][Ring1][#C][S][C][Ring2][Ring1][=Branch1],"InChI=1S/C18H23N9O4S3/c1-25(2)3-4-26-18(22-23-24-26)34-7-9-6-32-15-12(14(29)27(15)13(9)16(30)31)21-11(28)5-10-8-33-17(19)20-10/h8,12,15H,3-7H2,1-2H3,(H2,19,20)(H,21,28)(H,30,31)/t12-,15-/m1/s1",QYQDKDWGWDOFFU-IUODEOHRSA-N
125,SULFALENE,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,[C][O][C][=N][C][=C][N][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],"InChI=1S/C11H12N4O3S/c1-18-11-10(13-6-7-14-11)15-19(16,17)9-4-2-8(12)3-5-9/h2-7H,12H2,1H3,(H,13,15)",KXRZBTAEDBELFD-UHFFFAOYSA-N
126,CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,[C][C][=N][N][=C][Branch2][Ring2][=Branch2][S][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][C][N][C][=N][N][=N][Ring1][Branch1][C@H1][Ring1][=C][S][C][Ring2][Ring1][Branch1][S][Ring2][Ring1][N],"InChI=1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h5,9,12H,2-4H2,1H3,(H,16,23)(H,25,26)/t9-,12-/m1/s1",MLYYVTUWGNIJIB-BXKDBHETSA-N
127,CEFPODOXIME,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,[C][O][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][/C][=Branch1][Ring2][=N][\O][C][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C@H1][Ring2][Ring1][C][S][C][Ring2][Ring1][=Branch2],"InChI=1S/C15H17N5O6S2/c1-25-3-6-4-27-13-9(12(22)20(13)10(6)14(23)24)18-11(21)8(19-26-2)7-5-28-15(16)17-7/h5,9,13H,3-4H2,1-2H3,(H2,16,17)(H,18,21)(H,23,24)/b19-8-/t9-,13-/m1/s1",WYUSVOMTXWRGEK-HBWVYFAYSA-N
128,CARBENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][C][C@H1][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O],"InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1",FPPNZSSZRUTDAP-UWFZAAFLSA-N
129,SULFAPYRIDINE,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,[N][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][S],"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",GECHUMIMRBOMGK-UHFFFAOYSA-N
130,NEOMYCIN,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,[N][C][C][O][C][Branch2][Branch1][Branch2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring2][#Branch1][O][C][C][Branch1][C][O][C][Branch1][C][N][C][C][Branch1][C][N][C][Ring1][=Branch2][O][C][O][C][Branch1][Ring1][C][N][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][N][C][Ring2][Ring1][=N][O][C][Branch1][C][N][C][Branch1][C][O][C][Ring2][Ring2][#Branch1][O],"InChI=1S/C23H46N6O13/c24-2-7-13(32)15(34)10(28)21(37-7)40-18-6(27)1-5(26)12(31)20(18)42-23-17(36)19(9(4-30)39-23)41-22-11(29)16(35)14(33)8(3-25)38-22/h5-23,30-36H,1-4,24-29H2",PGBHMTALBVVCIT-UHFFFAOYSA-N
131,GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,[C][C][=C][Branch1][C][F][C][Branch1][N][N][C][C][N][C][Branch1][C][C][C][Ring1][#Branch1][=C][C][=C][Ring1][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Ring1][#Branch2][C][C][C][Ring1][Ring1],"InChI=1S/C19H22FN3O3/c1-10-8-22(6-5-21-10)15-7-14-16(11(2)17(15)20)18(24)13(19(25)26)9-23(14)12-3-4-12/h7,9-10,12,21H,3-6,8H2,1-2H3,(H,25,26)",AIJTTZAVMXIJGM-UHFFFAOYSA-N
132,NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,[O][=C][C][N][Branch1][P][/N][=C][/C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][O][Ring1][Branch2][C][=Branch1][C][=O][N][Ring1][S],"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)/b9-3+",NXFQHRVNIOXGAQ-YCRREMRBSA-N
133,CARBENICILLIN INDANYL,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][O][C@H1][Ring2][Ring1][#C][C][=Branch1][C][=O][O],"InChI=1S/C26H26N2O6S/c1-26(2)20(24(31)32)28-22(30)19(23(28)35-26)27-21(29)18(15-7-4-3-5-8-15)25(33)34-17-12-11-14-9-6-10-16(14)13-17/h3-5,7-8,11-13,18-20,23H,6,9-10H2,1-2H3,(H,27,29)(H,31,32)/t18?,19-,20+,23-/m1/s1",JIRBAUWICKGBFE-MNRDOXJOSA-N
134,CEFTAZIDIME,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,[C][C][Branch1][C][C][Branch2][Branch1][Branch2][O][/N][=C][Branch2][Ring2][Branch2][\C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#Branch2][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1][C][S][C@H1][Ring2][Ring1][Ring1][Ring1][S][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C][=Branch1][C][=O][O],"InChI=1S/C22H22N6O7S2/c1-22(2,20(33)34)35-26-13(12-10-37-21(23)24-12)16(29)25-14-17(30)28-15(19(31)32)11(9-36-18(14)28)8-27-6-4-3-5-7-27/h3-7,10,14,18H,8-9H2,1-2H3,(H4-,23,24,25,29,31,32,33,34)/b26-13-/t14-,18-/m1/s1",ORFOPKXBNMVMKC-DWVKKRMSSA-N
135,BENZYLPENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O],"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",JGSARLDLIJGVTE-MBNYWOFBSA-N
